,Model_ID,Name
717,NMLCL000796,Layer 2/3 Continuous Non-accommodating Chandelier Cell (5)
718,NMLCL000797,Layer 2/3 Continuous Non-accommodating Large Basket Cell (1)
719,NMLCL000798,Layer 2/3 Continuous Non-accommodating Large Basket Cell (2)
720,NMLCL000799,Layer 2/3 Continuous Non-accommodating Large Basket Cell (3)
721,NMLCL000800,Layer 2/3 Continuous Non-accommodating Large Basket Cell (4)
722,NMLCL000801,Layer 2/3 Continuous Non-accommodating Large Basket Cell (5)
723,NMLCL000802,Layer 2/3 Continuous Non-accommodating Martinotti Cell (1)
724,NMLCL000803,Layer 2/3 Continuous Non-accommodating Martinotti Cell (2)
725,NMLCL000804,Layer 2/3 Continuous Non-accommodating Martinotti Cell (3)
726,NMLCL000805,Layer 2/3 Continuous Non-accommodating Martinotti Cell (4)
727,NMLCL000806,Layer 2/3 Continuous Non-accommodating Martinotti Cell (5)
728,NMLCL000807,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (1)
729,NMLCL000808,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (2)
730,NMLCL000809,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (3)
731,NMLCL000810,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (4)
732,NMLCL000811,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (5)
733,NMLCL000812,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (1)
734,NMLCL000813,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (2)
735,NMLCL000814,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (3)
736,NMLCL000815,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (4)
737,NMLCL000816,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (5)
738,NMLCL000817,Layer 4 Continuous Non-accommodating Bipolar Cell (1)
739,NMLCL000818,Layer 4 Continuous Non-accommodating Bipolar Cell (2)
740,NMLCL000819,Layer 4 Continuous Non-accommodating Bipolar Cell (3)
741,NMLCL000820,Layer 4 Continuous Non-accommodating Bipolar Cell (4)
742,NMLCL000821,Layer 4 Continuous Non-accommodating Bipolar Cell (5)
743,NMLCL000822,Layer 4 Continuous Non-accommodating Bitufted Cell (1)
744,NMLCL000823,Layer 4 Continuous Non-accommodating Bitufted Cell (2)
745,NMLCL000824,Layer 4 Continuous Non-accommodating Bitufted Cell (3)
746,NMLCL000825,Layer 4 Continuous Non-accommodating Bitufted Cell (4)
747,NMLCL000826,Layer 4 Continuous Non-accommodating Bitufted Cell (5)
748,NMLCL000827,Layer 4 Continuous Non-accommodating Chandelier Cell (1)
749,NMLCL000828,Layer 4 Continuous Non-accommodating Chandelier Cell (2)
750,NMLCL000829,Layer 4 Continuous Non-accommodating Chandelier Cell (3)
751,NMLCL000830,Layer 4 Continuous Non-accommodating Chandelier Cell (4)
752,NMLCL000831,Layer 4 Continuous Non-accommodating Chandelier Cell (5)
753,NMLCL000832,Layer 4 Continuous Non-accommodating Double Bouquet Cell (1)
754,NMLCL000833,Layer 4 Continuous Non-accommodating Double Bouquet Cell (2)
755,NMLCL000834,Layer 4 Continuous Non-accommodating Double Bouquet Cell (3)
756,NMLCL000835,Layer 4 Continuous Non-accommodating Double Bouquet Cell (4)
757,NMLCL000836,Layer 4 Continuous Non-accommodating Double Bouquet Cell (5)
758,NMLCL000837,Layer 4 Continuous Non-accommodating Large Basket Cell (1)
759,NMLCL000838,Layer 4 Continuous Non-accommodating Large Basket Cell (2)
760,NMLCL000839,Layer 4 Continuous Non-accommodating Large Basket Cell (3)
761,NMLCL000840,Layer 4 Continuous Non-accommodating Large Basket Cell (4)
762,NMLCL000841,Layer 4 Continuous Non-accommodating Large Basket Cell (5)
763,NMLCL000842,Layer 4 Continuous Non-accommodating Martinotti Cell (1)
764,NMLCL000843,Layer 4 Continuous Non-accommodating Martinotti Cell (2)
765,NMLCL000844,Layer 4 Continuous Non-accommodating Martinotti Cell (3)
766,NMLCL000845,Layer 4 Continuous Non-accommodating Martinotti Cell (4)
767,NMLCL000846,Layer 4 Continuous Non-accommodating Martinotti Cell (5)
768,NMLCL000847,Layer 4 Continuous Non-accommodating Nest Basket Cell (1)
769,NMLCL000848,Layer 4 Continuous Non-accommodating Nest Basket Cell (2)
770,NMLCL000849,Layer 4 Continuous Non-accommodating Nest Basket Cell (3)
771,NMLCL000850,Layer 4 Continuous Non-accommodating Nest Basket Cell (4)
772,NMLCL000851,Layer 4 Continuous Non-accommodating Nest Basket Cell (5)
773,NMLCL000852,Layer 4 Continuous Non-accommodating Neurogliaform Cell (1)
774,NMLCL000853,Layer 4 Continuous Non-accommodating Neurogliaform Cell (2)
775,NMLCL000854,Layer 4 Continuous Non-accommodating Neurogliaform Cell (3)
776,NMLCL000855,Layer 4 Continuous Non-accommodating Neurogliaform Cell (4)
777,NMLCL000856,Layer 4 Continuous Non-accommodating Neurogliaform Cell (5)
778,NMLCL000857,Layer 5 Continuous Non-accommodating Bipolar Cell (1)
779,NMLCL000858,Layer 5 Continuous Non-accommodating Bipolar Cell (2)
780,NMLCL000859,Layer 5 Continuous Non-accommodating Bipolar Cell (3)
781,NMLCL000860,Layer 5 Continuous Non-accommodating Bipolar Cell (4)
782,NMLCL000861,Layer 5 Continuous Non-accommodating Bipolar Cell (5)
783,NMLCL000862,Layer 5 Continuous Non-accommodating Bitufted Cell (1)
784,NMLCL000863,Layer 5 Continuous Non-accommodating Bitufted Cell (2)
785,NMLCL000864,Layer 5 Continuous Non-accommodating Bitufted Cell (3)
786,NMLCL000865,Layer 5 Continuous Non-accommodating Bitufted Cell (4)
787,NMLCL000866,Layer 5 Continuous Non-accommodating Bitufted Cell (5)
788,NMLCL000867,Layer 5 Continuous Non-accommodating Chandelier Cell (1)
789,NMLCL000868,Layer 5 Continuous Non-accommodating Chandelier Cell (2)
790,NMLCL000869,Layer 5 Continuous Non-accommodating Chandelier Cell (3)
791,NMLCL000870,Layer 5 Continuous Non-accommodating Chandelier Cell (4)
792,NMLCL000871,Layer 5 Continuous Non-accommodating Chandelier Cell (5)
793,NMLCL000872,Layer 5 Continuous Non-accommodating Double Bouquet Cell (1)
794,NMLCL000873,Layer 5 Continuous Non-accommodating Double Bouquet Cell (2)
795,NMLCL000874,Layer 5 Continuous Non-accommodating Double Bouquet Cell (3)
796,NMLCL000875,Layer 5 Continuous Non-accommodating Double Bouquet Cell (4)
797,NMLCL000876,Layer 5 Continuous Non-accommodating Double Bouquet Cell (5)
798,NMLCL000877,Layer 5 Continuous Non-accommodating Large Basket Cell (1)
799,NMLCL000878,Layer 5 Continuous Non-accommodating Large Basket Cell (2)
800,NMLCL000879,Layer 5 Continuous Non-accommodating Large Basket Cell (3)
801,NMLCL000880,Layer 5 Continuous Non-accommodating Large Basket Cell (4)
802,NMLCL000881,Layer 5 Continuous Non-accommodating Large Basket Cell (5)
803,NMLCL000882,Layer 5 Continuous Non-accommodating Martinotti Cell (1)
804,NMLCL000883,Layer 5 Continuous Non-accommodating Martinotti Cell (2)
805,NMLCL000884,Layer 5 Continuous Non-accommodating Martinotti Cell (3)
806,NMLCL000885,Layer 5 Continuous Non-accommodating Martinotti Cell (4)
807,NMLCL000886,Layer 5 Continuous Non-accommodating Martinotti Cell (5)
808,NMLCL000887,Layer 5 Continuous Non-accommodating Nest Basket Cell (1)
809,NMLCL000888,Layer 5 Continuous Non-accommodating Nest Basket Cell (2)
810,NMLCL000889,Layer 5 Continuous Non-accommodating Nest Basket Cell (3)
811,NMLCL000890,Layer 5 Continuous Non-accommodating Nest Basket Cell (4)
812,NMLCL000891,Layer 5 Continuous Non-accommodating Nest Basket Cell (5)
813,NMLCL000892,Layer 5 Continuous Non-accommodating Neurogliaform Cell (1)
814,NMLCL000893,Layer 5 Continuous Non-accommodating Neurogliaform Cell (2)
815,NMLCL000894,Layer 5 Continuous Non-accommodating Neurogliaform Cell (3)
816,NMLCL000895,Layer 5 Continuous Non-accommodating Neurogliaform Cell (4)
817,NMLCL000896,Layer 5 Continuous Non-accommodating Neurogliaform Cell (5)
818,NMLCL000897,Layer 6 Continuous Non-accommodating Bipolar Cell (1)
819,NMLCL000898,Layer 6 Continuous Non-accommodating Bipolar Cell (2)
820,NMLCL000899,Layer 6 Continuous Non-accommodating Bipolar Cell (3)
821,NMLCL000900,Layer 6 Continuous Non-accommodating Bipolar Cell (4)
822,NMLCL000901,Layer 6 Continuous Non-accommodating Bipolar Cell (5)
823,NMLCL000902,Layer 6 Continuous Non-accommodating Bitufted Cell (1)
824,NMLCL000903,Layer 6 Continuous Non-accommodating Bitufted Cell (2)
825,NMLCL000904,Layer 6 Continuous Non-accommodating Bitufted Cell (3)
826,NMLCL000905,Layer 6 Continuous Non-accommodating Bitufted Cell (4)
827,NMLCL000906,Layer 6 Continuous Non-accommodating Bitufted Cell (5)
828,NMLCL000907,Layer 6 Continuous Non-accommodating Chandelier Cell (1)
829,NMLCL000908,Layer 6 Continuous Non-accommodating Chandelier Cell (2)
830,NMLCL000909,Layer 6 Continuous Non-accommodating Chandelier Cell (3)
831,NMLCL000910,Layer 6 Continuous Non-accommodating Chandelier Cell (4)
832,NMLCL000911,Layer 6 Continuous Non-accommodating Chandelier Cell (5)
833,NMLCL000912,Layer 6 Continuous Non-accommodating Double Bouquet Cell (1)
834,NMLCL000913,Layer 6 Continuous Non-accommodating Double Bouquet Cell (2)
835,NMLCL000914,Layer 6 Continuous Non-accommodating Double Bouquet Cell (3)
836,NMLCL000915,Layer 6 Continuous Non-accommodating Double Bouquet Cell (4)
837,NMLCL000916,Layer 6 Continuous Non-accommodating Double Bouquet Cell (5)
838,NMLCL000917,Layer 6 Continuous Non-accommodating Large Basket Cell (1)
839,NMLCL000918,Layer 6 Continuous Non-accommodating Large Basket Cell (2)
840,NMLCL000919,Layer 6 Continuous Non-accommodating Large Basket Cell (3)
841,NMLCL000920,Layer 6 Continuous Non-accommodating Large Basket Cell (4)
842,NMLCL000921,Layer 6 Continuous Non-accommodating Large Basket Cell (5)
843,NMLCL000922,Layer 6 Continuous Non-accommodating Martinotti Cell (1)
844,NMLCL000923,Layer 6 Continuous Non-accommodating Martinotti Cell (2)
845,NMLCL000924,Layer 6 Continuous Non-accommodating Martinotti Cell (3)
846,NMLCL000925,Layer 6 Continuous Non-accommodating Martinotti Cell (4)
847,NMLCL000926,Layer 6 Continuous Non-accommodating Martinotti Cell (5)
848,NMLCL000927,Layer 6 Continuous Non-accommodating Nest Basket Cell (1)
849,NMLCL000928,Layer 6 Continuous Non-accommodating Nest Basket Cell (2)
850,NMLCL000929,Layer 6 Continuous Non-accommodating Nest Basket Cell (3)
851,NMLCL000930,Layer 6 Continuous Non-accommodating Nest Basket Cell (4)
852,NMLCL000931,Layer 6 Continuous Non-accommodating Nest Basket Cell (5)
853,NMLCL000932,Layer 6 Continuous Non-accommodating Neurogliaform Cell (1)
854,NMLCL000933,Layer 6 Continuous Non-accommodating Neurogliaform Cell (2)
855,NMLCL000934,Layer 6 Continuous Non-accommodating Neurogliaform Cell (3)
856,NMLCL000935,Layer 6 Continuous Non-accommodating Neurogliaform Cell (4)
857,NMLCL000936,Layer 6 Continuous Non-accommodating Neurogliaform Cell (5)
858,NMLCL000937,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (1)
859,NMLCL000938,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (2)
860,NMLCL000939,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (3)
861,NMLCL000940,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (4)
862,NMLCL000941,Layer 1 Continuous Stuttering Neurogliaform Cell with dense axonal arborization (5)
863,NMLCL000942,Layer 2/3 Continuous Stuttering Large Basket Cell (1)
864,NMLCL000943,Layer 2/3 Continuous Stuttering Large Basket Cell (2)
865,NMLCL000944,Layer 2/3 Continuous Stuttering Large Basket Cell (3)
866,NMLCL000945,Layer 2/3 Continuous Stuttering Large Basket Cell (4)
867,NMLCL000946,Layer 2/3 Continuous Stuttering Large Basket Cell (5)
868,NMLCL000947,Layer 2/3 Continuous Stuttering Neurogliaform Cell (1)
869,NMLCL000948,Layer 2/3 Continuous Stuttering Neurogliaform Cell (2)
870,NMLCL000949,Layer 2/3 Continuous Stuttering Neurogliaform Cell (3)
871,NMLCL000950,Layer 2/3 Continuous Stuttering Neurogliaform Cell (4)
872,NMLCL000951,Layer 2/3 Continuous Stuttering Neurogliaform Cell (5)
873,NMLCL000952,Layer 4 Continuous Stuttering Large Basket Cell (1)
874,NMLCL000953,Layer 4 Continuous Stuttering Large Basket Cell (2)
875,NMLCL000954,Layer 4 Continuous Stuttering Large Basket Cell (3)
876,NMLCL000955,Layer 4 Continuous Stuttering Large Basket Cell (4)
877,NMLCL000956,Layer 4 Continuous Stuttering Large Basket Cell (5)
878,NMLCL000957,Layer 4 Continuous Stuttering Neurogliaform Cell (1)
879,NMLCL000958,Layer 4 Continuous Stuttering Neurogliaform Cell (2)
880,NMLCL000959,Layer 4 Continuous Stuttering Neurogliaform Cell (3)
881,NMLCL000960,Layer 4 Continuous Stuttering Neurogliaform Cell (4)
882,NMLCL000961,Layer 4 Continuous Stuttering Neurogliaform Cell (5)
883,NMLCL000962,Layer 5 Continuous Stuttering Large Basket Cell (1)
884,NMLCL000963,Layer 5 Continuous Stuttering Large Basket Cell (2)
885,NMLCL000964,Layer 5 Continuous Stuttering Large Basket Cell (3)
886,NMLCL000965,Layer 5 Continuous Stuttering Large Basket Cell (4)
887,NMLCL000966,Layer 5 Continuous Stuttering Large Basket Cell (5)
888,NMLCL000967,Layer 5 Continuous Stuttering Martinotti Cell (1)
889,NMLCL000968,Layer 5 Continuous Stuttering Martinotti Cell (2)
890,NMLCL000969,Layer 5 Continuous Stuttering Martinotti Cell (3)
891,NMLCL000970,Layer 5 Continuous Stuttering Martinotti Cell (4)
892,NMLCL000971,Layer 5 Continuous Stuttering Martinotti Cell (5)
893,NMLCL000972,Layer 5 Continuous Stuttering Nest Basket Cell (1)
894,NMLCL000973,Layer 5 Continuous Stuttering Nest Basket Cell (2)
895,NMLCL000974,Layer 5 Continuous Stuttering Nest Basket Cell (3)
896,NMLCL000975,Layer 5 Continuous Stuttering Nest Basket Cell (4)
897,NMLCL000976,Layer 5 Continuous Stuttering Nest Basket Cell (5)
898,NMLCL000977,Layer 5 Continuous Stuttering Neurogliaform Cell (1)
899,NMLCL000978,Layer 5 Continuous Stuttering Neurogliaform Cell (2)
900,NMLCL000979,Layer 5 Continuous Stuttering Neurogliaform Cell (3)
901,NMLCL000980,Layer 5 Continuous Stuttering Neurogliaform Cell (4)
902,NMLCL000981,Layer 5 Continuous Stuttering Neurogliaform Cell (5)
903,NMLCL000982,Layer 6 Continuous Stuttering Large Basket Cell (1)
904,NMLCL000983,Layer 6 Continuous Stuttering Large Basket Cell (2)
905,NMLCL000984,Layer 6 Continuous Stuttering Large Basket Cell (3)
906,NMLCL000985,Layer 6 Continuous Stuttering Large Basket Cell (4)
907,NMLCL000986,Layer 6 Continuous Stuttering Large Basket Cell (5)
908,NMLCL000987,Layer 6 Continuous Stuttering Nest Basket Cell (1)
909,NMLCL000988,Layer 6 Continuous Stuttering Nest Basket Cell (2)
910,NMLCL000989,Layer 6 Continuous Stuttering Nest Basket Cell (3)
911,NMLCL000990,Layer 6 Continuous Stuttering Nest Basket Cell (4)
912,NMLCL000991,Layer 6 Continuous Stuttering Nest Basket Cell (5)
913,NMLCL000992,Layer 6 Continuous Stuttering Neurogliaform Cell (1)
914,NMLCL000993,Layer 6 Continuous Stuttering Neurogliaform Cell (2)
915,NMLCL000994,Layer 6 Continuous Stuttering Neurogliaform Cell (3)
916,NMLCL000995,Layer 6 Continuous Stuttering Neurogliaform Cell (4)
917,NMLCL000996,Layer 6 Continuous Stuttering Neurogliaform Cell (5)
918,NMLCL000997,Layer 2/3 Delayed Non-accommodating Chandelier Cell (1)
919,NMLCL000998,Layer 2/3 Delayed Non-accommodating Chandelier Cell (2)
920,NMLCL000999,Layer 2/3 Delayed Non-accommodating Chandelier Cell (3)
921,NMLCL001000,Layer 2/3 Delayed Non-accommodating Chandelier Cell (4)
922,NMLCL001001,Layer 2/3 Delayed Non-accommodating Chandelier Cell (5)
923,NMLCL001002,Layer 2/3 Delayed Non-accommodating Large Basket Cell (1)
924,NMLCL001003,Layer 2/3 Delayed Non-accommodating Large Basket Cell (2)
925,NMLCL001004,Layer 2/3 Delayed Non-accommodating Large Basket Cell (3)
926,NMLCL001005,Layer 2/3 Delayed Non-accommodating Large Basket Cell (4)
927,NMLCL001006,Layer 2/3 Delayed Non-accommodating Large Basket Cell (5)
928,NMLCL001007,Layer 2/3 Delayed Non-accommodating Martinotti Cell (1)
929,NMLCL001008,Layer 2/3 Delayed Non-accommodating Martinotti Cell (2)
930,NMLCL001009,Layer 2/3 Delayed Non-accommodating Martinotti Cell (3)
931,NMLCL001010,Layer 2/3 Delayed Non-accommodating Martinotti Cell (4)
932,NMLCL001011,Layer 2/3 Delayed Non-accommodating Martinotti Cell (5)
933,NMLCL001012,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (1)
934,NMLCL001013,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (2)
935,NMLCL001014,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (3)
936,NMLCL001015,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (4)
937,NMLCL001016,Layer 2/3 Delayed Non-accommodating Nest Basket Cell (5)
938,NMLCL001017,Layer 2/3 Delayed Non-accommodating Small Basket Cell (1)
939,NMLCL001018,Layer 2/3 Delayed Non-accommodating Small Basket Cell (2)
940,NMLCL001019,Layer 2/3 Delayed Non-accommodating Small Basket Cell (3)
941,NMLCL001020,Layer 2/3 Delayed Non-accommodating Small Basket Cell (4)
942,NMLCL001021,Layer 2/3 Delayed Non-accommodating Small Basket Cell (5)
943,NMLCL001022,Layer 4 Delayed Non-accommodating Bitufted Cell (1)
944,NMLCL001023,Layer 4 Delayed Non-accommodating Bitufted Cell (2)
945,NMLCL001024,Layer 4 Delayed Non-accommodating Bitufted Cell (3)
946,NMLCL001025,Layer 4 Delayed Non-accommodating Bitufted Cell (4)
947,NMLCL001026,Layer 4 Delayed Non-accommodating Bitufted Cell (5)
948,NMLCL001027,Layer 4 Delayed Non-accommodating Chandelier Cell (1)
949,NMLCL001028,Layer 4 Delayed Non-accommodating Chandelier Cell (2)
950,NMLCL001029,Layer 4 Delayed Non-accommodating Chandelier Cell (3)
951,NMLCL001030,Layer 4 Delayed Non-accommodating Chandelier Cell (4)
952,NMLCL001031,Layer 4 Delayed Non-accommodating Chandelier Cell (5)
953,NMLCL001032,Layer 4 Delayed Non-accommodating Large Basket Cell (1)
954,NMLCL001033,Layer 4 Delayed Non-accommodating Large Basket Cell (2)
955,NMLCL001034,Layer 4 Delayed Non-accommodating Large Basket Cell (3)
956,NMLCL001035,Layer 4 Delayed Non-accommodating Large Basket Cell (4)
957,NMLCL001036,Layer 4 Delayed Non-accommodating Large Basket Cell (5)
958,NMLCL001037,Layer 4 Delayed Non-accommodating Martinotti Cell (1)
959,NMLCL001038,Layer 4 Delayed Non-accommodating Martinotti Cell (2)
960,NMLCL001039,Layer 4 Delayed Non-accommodating Martinotti Cell (3)
961,NMLCL001040,Layer 4 Delayed Non-accommodating Martinotti Cell (4)
962,NMLCL001041,Layer 4 Delayed Non-accommodating Martinotti Cell (5)
963,NMLCL001042,Layer 4 Delayed Non-accommodating Nest Basket Cell (1)
964,NMLCL001043,Layer 4 Delayed Non-accommodating Nest Basket Cell (2)
965,NMLCL001044,Layer 4 Delayed Non-accommodating Nest Basket Cell (3)
966,NMLCL001045,Layer 4 Delayed Non-accommodating Nest Basket Cell (4)
967,NMLCL001046,Layer 4 Delayed Non-accommodating Nest Basket Cell (5)
968,NMLCL001047,Layer 4 Delayed Non-accommodating Small Basket Cell (1)
969,NMLCL001048,Layer 4 Delayed Non-accommodating Small Basket Cell (2)
970,NMLCL001049,Layer 4 Delayed Non-accommodating Small Basket Cell (3)
971,NMLCL001050,Layer 4 Delayed Non-accommodating Small Basket Cell (4)
972,NMLCL001051,Layer 4 Delayed Non-accommodating Small Basket Cell (5)
973,NMLCL001052,Layer 5 Delayed Non-accommodating Chandelier Cell (1)
974,NMLCL001053,Layer 5 Delayed Non-accommodating Chandelier Cell (2)
975,NMLCL001054,Layer 5 Delayed Non-accommodating Chandelier Cell (3)
976,NMLCL001055,Layer 5 Delayed Non-accommodating Chandelier Cell (4)
977,NMLCL001056,Layer 5 Delayed Non-accommodating Chandelier Cell (5)
978,NMLCL001057,Layer 5 Delayed Non-accommodating Large Basket Cell (1)
979,NMLCL001058,Layer 5 Delayed Non-accommodating Large Basket Cell (2)
980,NMLCL001059,Layer 5 Delayed Non-accommodating Large Basket Cell (3)
981,NMLCL001060,Layer 5 Delayed Non-accommodating Large Basket Cell (4)
982,NMLCL001061,Layer 5 Delayed Non-accommodating Large Basket Cell (5)
983,NMLCL001062,Layer 5 Delayed Non-accommodating Martinotti Cell (1)
984,NMLCL001063,Layer 5 Delayed Non-accommodating Martinotti Cell (2)
985,NMLCL001064,Layer 5 Delayed Non-accommodating Martinotti Cell (3)
986,NMLCL001065,Layer 5 Delayed Non-accommodating Martinotti Cell (4)
987,NMLCL001066,Layer 5 Delayed Non-accommodating Martinotti Cell (5)
988,NMLCL001067,Layer 5 Delayed Non-accommodating Small Basket Cell (1)
989,NMLCL001068,Layer 5 Delayed Non-accommodating Small Basket Cell (2)
990,NMLCL001069,Layer 5 Delayed Non-accommodating Small Basket Cell (3)
991,NMLCL001070,Layer 5 Delayed Non-accommodating Small Basket Cell (4)
992,NMLCL001071,Layer 5 Delayed Non-accommodating Small Basket Cell (5)
993,NMLCL001072,Layer 6 Delayed Non-accommodating Chandelier Cell (1)
994,NMLCL001073,Layer 6 Delayed Non-accommodating Chandelier Cell (2)
995,NMLCL001074,Layer 6 Delayed Non-accommodating Chandelier Cell (3)
996,NMLCL001075,Layer 6 Delayed Non-accommodating Chandelier Cell (4)
997,NMLCL001076,Layer 6 Delayed Non-accommodating Chandelier Cell (5)
998,NMLCL001077,Layer 6 Delayed Non-accommodating Small Basket Cell (1)
999,NMLCL001078,Layer 6 Delayed Non-accommodating Small Basket Cell (2)
1000,NMLCL001079,Layer 6 Delayed Non-accommodating Small Basket Cell (3)
1001,NMLCL001080,Layer 6 Delayed Non-accommodating Small Basket Cell (4)
1002,NMLCL001081,Layer 6 Delayed Non-accommodating Small Basket Cell (5)
1003,NMLCL001082,Layer 2/3 Delayed Stuttering Bipolar Cell (1)
1004,NMLCL001083,Layer 2/3 Delayed Stuttering Bipolar Cell (2)
1005,NMLCL001084,Layer 2/3 Delayed Stuttering Bipolar Cell (3)
1006,NMLCL001085,Layer 2/3 Delayed Stuttering Bipolar Cell (4)
1007,NMLCL001086,Layer 2/3 Delayed Stuttering Bipolar Cell (5)
1008,NMLCL001087,Layer 4 Delayed Stuttering Bipolar Cell (1)
1009,NMLCL001088,Layer 4 Delayed Stuttering Bipolar Cell (2)
1010,NMLCL001089,Layer 4 Delayed Stuttering Bipolar Cell (3)
1011,NMLCL001090,Layer 4 Delayed Stuttering Bipolar Cell (4)
1012,NMLCL001091,Layer 4 Delayed Stuttering Bipolar Cell (5)
1013,NMLCL001092,Layer 4 Delayed Stuttering Large Basket Cell (1)
1014,NMLCL001093,Layer 4 Delayed Stuttering Large Basket Cell (2)
1015,NMLCL001094,Layer 4 Delayed Stuttering Large Basket Cell (3)
1016,NMLCL001095,Layer 4 Delayed Stuttering Large Basket Cell (4)
1017,NMLCL001096,Layer 4 Delayed Stuttering Large Basket Cell (5)
1018,NMLCL001097,Layer 5 Delayed Stuttering Bipolar Cell (1)
1019,NMLCL001098,Layer 5 Delayed Stuttering Bipolar Cell (2)
1020,NMLCL001099,Layer 5 Delayed Stuttering Bipolar Cell (3)
1021,NMLCL001100,Layer 5 Delayed Stuttering Bipolar Cell (4)
1022,NMLCL001101,Layer 5 Delayed Stuttering Bipolar Cell (5)
1023,NMLCL001102,Layer 5 Delayed Stuttering Large Basket Cell (1)
1024,NMLCL001103,Layer 5 Delayed Stuttering Large Basket Cell (2)
1025,NMLCL001104,Layer 5 Delayed Stuttering Large Basket Cell (3)
1026,NMLCL001105,Layer 5 Delayed Stuttering Large Basket Cell (4)
1027,NMLCL001106,Layer 5 Delayed Stuttering Large Basket Cell (5)
1028,NMLCL001107,Layer 5 Delayed Stuttering Nest Basket Cell (1)
1029,NMLCL001108,Layer 5 Delayed Stuttering Nest Basket Cell (2)
1030,NMLCL001109,Layer 5 Delayed Stuttering Nest Basket Cell (3)
1031,NMLCL001110,Layer 5 Delayed Stuttering Nest Basket Cell (4)
1032,NMLCL001111,Layer 5 Delayed Stuttering Nest Basket Cell (5)
1033,NMLCL001112,Layer 6 Delayed Stuttering Bipolar Cell (1)
1034,NMLCL001113,Layer 6 Delayed Stuttering Bipolar Cell (2)
1035,NMLCL001114,Layer 6 Delayed Stuttering Bipolar Cell (3)
1036,NMLCL001115,Layer 6 Delayed Stuttering Bipolar Cell (4)
1037,NMLCL001116,Layer 6 Delayed Stuttering Bipolar Cell (5)
1038,NMLCL001117,Layer 6 Delayed Stuttering Nest Basket Cell (1)
1039,NMLCL001118,Layer 6 Delayed Stuttering Nest Basket Cell (2)
1040,NMLCL001119,Layer 6 Delayed Stuttering Nest Basket Cell (3)
1041,NMLCL001120,Layer 6 Delayed Stuttering Nest Basket Cell (4)
1042,NMLCL001121,Layer 6 Delayed Stuttering Nest Basket Cell (5)
1043,NMLCL001122,Hippocampus Pyramidal CA3
1044,NMLCL001123,Fast Spiking (FS)
1045,NMLCL001124,Intrinsically Bursting (IB)
1046,NMLCL001125,Intrinsically Repetitive Bursting (IBR)
1047,NMLCL001126,Low Threshold Spiking (LTS)
1048,NMLCL001127,Regular Spiking (RS)
1049,NMLCL001128,Main Olfactory Bulb Granule Cell
1050,NMLCL001129,Main Olfactory Bulb Mitral Cell (1)
1051,NMLCL001130,Main Olfactory Bulb Mitral Cell (2)
1052,NMLCL001131,Main Olfactory Bulb Mitral Cell (3)
1053,NMLCL001132,Main Olfactory Bulb Mitral Cell (4)
1054,NMLCL001133,Main Olfactory Bulb Mitral Cell (5)
1055,NMLCL001134,Deep Axoaxonic
1056,NMLCL001135,Deep Basket
1057,NMLCL001136,Deep Low Threshold Spiking (LTS) Interneuron
1058,NMLCL001137,Superficial Layer 2/3 Fast Rhythmic Bursting (FRB) Pyramidal
1059,NMLCL001138,Superficial Layer 2/3 Regular Spiking (RS) Pyramidal
1060,NMLCL001139,Layer 4 Spiny Stellate
1061,NMLCL001140,Layer 5 Tufted Intrinsic Bursting (IB) Pyramidal
1062,NMLCL001141,Layer 5 Tufted Regular Spiking (RS) Pyramidal
1063,NMLCL001142,Layer 6 Nontufted Regular Spiking (RS) Pyramidal
1064,NMLCL001143,Superficial Axoaxonic (Chandelier)
1065,NMLCL001144,Superficial Basket
1066,NMLCL001145,Superficial Low Threshold Spiking (LTS) Interneuron
1067,NMLCL001146,Thalamocortical Relay (TCR)
1068,NMLCL001147,Nucleus Reticularis (nRT) Thalami
1069,NMLCL001405,Izhikevich Class 2 Excitable
1070,NMLCL001408,Izhikevich Spike Frequency Adapting
1071,NMLCL001409,Izhikevich Depolarizing After-Potential (DAP)
1072,NMLCL001410,Izhikevich Phasic Spiking
1073,NMLCL001411,Izhikevich Phasic Bursting
1074,NMLCL001412,Izhikevich Accomodating
1075,NMLCL001413,Izhikevich Class 1 Excitable
1076,NMLCL001414,Izhikevich Bistable
1077,NMLCL001415,Izhikevich Mixed Mode
1078,NMLCL001416,Izhikevich Resonator
1079,NMLCL001417,Izhikevich Rebound Spiking
